player,pos,age,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,year,mpg,current_age,current_pos,min_year,year_in_league
Jordan Clarkson,PG,22,LAL,59,1476,16.9,0.528,0.203,.265,4,10.5,7.1,23.8,1.8,0.7,12.6,23,2,0.4,2.4,0.078,1.2,-0.9,0.2,0.8,2015,25.016949152542374,28,SG,2015,0
Jordan Clarkson,SG,23,LAL,79,2552,14.3,0.516,0.291,.186,3.8,9.6,6.6,13.8,1.7,0.2,10.2,22.8,1.7,0.4,2.1,0.039,-0.1,-1.5,-1.6,0.2,2016,32.30379746835443,28,SG,2015,1
Jordan Clarkson,SG,24,LAL,82,2397,13.2,0.526,0.332,.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,0.5,0.7,1.2,0.024,-0.9,-1.6,-2.5,-0.3,2017,29.23170731707317,28,SG,2015,2
Jordan Clarkson,SG,25,TOT,81,1888,16.4,0.542,0.333,.199,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3,0.077,1.5,-1.4,0.1,1,2018,23.308641975308642,28,SG,2015,3
Jordan Clarkson,SG,26,CLE,81,2214,16.8,0.539,0.377,.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,2.1,-2.6,-0.5,0.8,2019,27.333333333333332,28,SG,2015,4
Jordan Clarkson,SG,27,TOT,71,1705,17.3,0.574,0.476,.190,3.3,8.7,6.1,13.2,1.3,0.8,9.4,26.3,2.4,1,3.4,0.096,2.4,-1.3,1.1,1.3,2020,24.014084507042252,28,SG,2015,5
Jordan Clarkson,SG,28,UTA,68,1818,17.1,0.549,0.557,.134,2.9,12.7,8,15.3,1.6,0.4,9.2,29.7,1.7,2.5,4.2,0.111,1.9,-0.8,1.1,1.4,2021,26.735294117647058,28,SG,2015,6
Jordan Farmar,PG,27,LAL,41,912,15,0.533,0.44,.162,2.3,9.8,6.1,34.6,2,0.6,19.6,23.2,0.4,0.4,0.7,0.039,0.8,-1.6,-0.7,0.3,2014,22.24390243902439,34,PG,2014,0
Jordan Farmar,PG,28,LAC,36,529,9.9,0.513,0.614,.070,1.7,7.1,4.5,18,1.9,0.8,16.4,16.6,0.2,0.4,0.6,0.053,-1.2,-0.1,-1.4,0.1,2015,14.694444444444445,34,PG,2014,1
Jordan Farmar,PG,29,MEM,12,291,13.2,0.527,0.45,.100,1.5,8.6,4.9,20.6,2.7,0.6,14.7,18.9,0.2,0.2,0.4,0.064,-0.5,-0.2,-0.7,0.1,2016,24.25,34,PG,2014,2
Jordan Farmar,PG,30,SAC,2,35,14.4,0.5,0.75,.000,3.3,6.5,5,38.6,2.9,0,20,19.4,0,0,0,0.063,2.8,-0.7,2.1,0,2017,17.5,34,PG,2014,3
Jordan Loyd,PG,25,TOR,12,55,16.3,0.635,0.444,.611,2,15.3,8.8,15.1,0,0,8.1,19.4,0.2,0,0.2,0.19,0,-0.9,-1,0,2019,4.583333333333333,27,PG,2019,0
Jordan McLaughlin,PG,23,MIN,30,590,16.3,0.587,0.427,.219,1.2,7.8,4.4,31,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0,0.3,0.3,2020,19.666666666666668,24,PG,2020,0
Jordan McLaughlin,PG,24,MIN,51,938,12,0.502,0.38,.124,2.3,10.4,6.2,28,2.6,0.6,16.7,13.7,0.6,0.6,1.2,0.062,-2.1,0,-2.2,0,2021,18.392156862745097,24,PG,2020,1
Jordan McRae,PG,24,TOT,22,195,14.2,0.548,0.282,.359,2.3,9.2,5.7,20.9,0.7,0.4,14.2,23.9,0.2,0.1,0.4,0.087,0,-1.9,-1.8,0,2016,8.863636363636363,29,SG,2016,0
Jordan McRae,SG,25,CLE,37,384,9.7,0.488,0.34,.227,1.8,9.7,5.9,7.4,1,1.3,7.8,20.8,-0.1,0.2,0.2,0.02,-2.6,-1.1,-3.7,-0.2,2017,10.378378378378379,29,SG,2016,1
Jordan McRae,SG,27,WAS,27,333,14.3,0.55,0.269,.269,1.9,11.3,6.5,13.2,1.8,1.8,9.4,20.4,0.3,0.2,0.5,0.066,-0.9,-0.8,-1.7,0,2019,12.333333333333334,29,SG,2016,3
Jordan McRae,SG,28,TOT,37,784,14.2,0.515,0.344,.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,0.4,0.4,0.7,0.044,0,-1.5,-1.5,0.1,2020,21.18918918918919,29,SG,2016,4
Jordan Mickey,PF,21,BOS,16,57,15.3,0.398,0,.455,11,13.3,12.1,2.6,0,15.1,3.6,20.5,0,0.1,0.1,0.068,-2.6,1.1,-1.5,0,2016,3.5625,26,PF,2016,0
Jordan Mickey,PF,22,BOS,25,141,9.8,0.473,0.029,.412,10.4,16.4,13.4,7.1,1.1,3.5,18.3,15.5,-0.1,0.2,0.1,0.036,-3.9,-0.8,-4.7,-0.1,2017,5.64,26,PF,2016,1
Jordan Mickey,PF,23,MIA,23,284,10.6,0.515,0.195,.232,7.1,24.9,16,4.8,1.1,3,16.6,17.1,-0.1,0.4,0.3,0.054,-5.2,-0.3,-5.6,-0.3,2018,12.347826086956522,26,PF,2016,2
Jordan Nwora,SF,22,MIL,30,274,16.1,0.586,0.459,.185,3.6,18.9,11.5,3.6,2.7,2.3,14.1,26,0,0.4,0.4,0.068,-0.7,-0.6,-1.3,0,2021,9.133333333333333,22,SF,2021,0
Jordan Poole,SG,20,GSW,57,1274,7.2,0.454,0.528,.237,0.7,9.6,5,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,2020,22.350877192982455,21,SG,2020,0
Jordan Poole,SG,21,GSW,51,988,15.1,0.581,0.582,.251,1.6,8.2,5,15.4,1.2,0.8,8.8,25,1.1,0.9,1.9,0.094,0.8,-1.4,-0.6,0.4,2021,19.372549019607842,21,SG,2020,1
Jordan Sibert,SG,26,ATL,1,4,29.7,1.5,1,.000,0,0,0,0,0,0,0,10.2,0,0,0,0.183,13.7,2.2,16,0,2019,4,28,SG,2019,0
Jorge Gutiérrez,PG,25,BRK,15,244,8.7,0.523,0.222,.222,1.5,9.3,5.4,19.4,2.2,0.3,19.1,14.1,0.1,0.2,0.2,0.048,-4.7,-0.2,-4.9,-0.2,2014,16.266666666666666,32,PG,2014,0
Jorge Gutiérrez,PG,26,TOT,20,175,11,0.567,0.073,.317,3.3,12.9,8.1,19.6,1.8,0,20.4,15.2,0.1,0.2,0.3,0.088,-4.5,1,-3.5,-0.1,2015,8.75,32,PG,2014,1
Jorge Gutiérrez,PG,27,CHO,12,63,19.1,0.694,0.182,1.000,0,12.3,6.1,40.3,2.4,0,27.5,15.6,0.2,0.1,0.3,0.201,-0.3,0.8,0.6,0,2016,5.25,32,PG,2014,2
Josh Gray,PG,24,PHO,5,86,7.2,0.349,0.317,.268,2.4,10.1,6.2,20.8,4.5,1.9,13.2,26.1,-0.3,0.1,-0.2,-0.118,-5.2,1,-4.2,0,2018,17.2,27,PG,2018,0
Josh Gray,PG,26,NOP,2,23,-5,0.5,0,.000,4.6,4.6,4.6,10.4,0,0,71.4,12.5,-0.1,0,-0.1,-0.226,-11.3,-4.7,-16,-0.1,2020,11.5,27,PG,2018,2
Josh Green,SG,20,DAL,39,445,8.8,0.49,0.269,.247,7,12.3,9.7,8.3,1.8,0.6,14.2,11.9,0.1,0.4,0.5,0.05,-3.6,0,-3.7,-0.2,2021,11.41025641025641,20,SG,2021,0
Josh Hall,SF,20,OKC,21,336,1,0.363,0.374,.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,-1.1,0.2,-0.9,-0.126,-9.7,-2.4,-12.1,-0.9,2021,16,20,SF,2021,0
Josh Hart,SG,22,LAL,63,1461,12.2,0.596,0.525,.251,3.1,16,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,0.111,-0.6,0.5,-0.1,0.7,2018,23.19047619047619,25,SF,2018,0
Josh Hart,SG,23,LAL,67,1715,9.3,0.526,0.591,.172,2.2,12.6,7.5,7,1.7,1.9,10.4,13.5,0.2,1.9,2.1,0.059,-2.3,1,-1.3,0.3,2019,25.597014925373134,25,SF,2018,1
Josh Hart,SF,24,NOP,65,1755,11.9,0.563,0.665,.216,3.7,22.1,12.8,8.2,1.7,1.1,11.4,15.3,1.3,1.8,3.1,0.085,-1.1,0.4,-0.7,0.6,2020,27,25,SF,2018,2
Josh Hart,SF,25,NOP,47,1349,12.2,0.566,0.561,.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,1.4,1.3,2.7,0.097,-1.1,0,-1.1,0.3,2021,28.70212765957447,25,SF,2018,3
Josh Huestis,PF,24,OKC,5,55,6.7,0.509,0.5,.333,4.2,15,9.9,0,0.9,2.8,17.9,13,0,0.1,0,0.01,-2.2,-0.6,-2.8,0,2016,11,29,PF,2016,0
Josh Huestis,PF,25,OKC,2,31,26.1,0.612,0.364,.091,14.3,17.9,16.1,15.5,0,7.7,0,15.7,0.1,0,0.2,0.265,7.6,1.2,8.8,0.1,2017,15.5,29,PF,2016,1
Josh Huestis,PF,26,OKC,69,982,5.4,0.417,0.632,.110,4.6,13.9,9.1,2.7,0.8,4,12,9.5,-0.5,1,0.5,0.024,-3.9,0,-3.9,-0.5,2018,14.231884057971014,29,PF,2016,2
Josh Jackson,SF,20,PHO,77,1959,11.8,0.48,0.233,.299,5.1,14.2,9.6,10.1,2,1.4,12.2,26,-2,1.2,-0.7,-0.018,-2.8,-1.4,-4.2,-1.1,2018,25.441558441558442,23,SG,2018,0
Josh Jackson,SG,21,PHO,79,1988,10.6,0.487,0.268,.253,3.6,15.9,9.7,14.1,1.8,2.3,15.6,23.9,-2.8,1.1,-1.7,-0.04,-3.3,-1.2,-4.6,-1.3,2019,25.164556962025316,23,SG,2018,1
Josh Jackson,SF,22,MEM,22,381,14.1,0.547,0.453,.314,3.1,14.9,9.1,13.1,2.2,2.1,13.4,22.8,0.1,0.5,0.5,0.069,-1.1,1.1,0,0.2,2020,17.318181818181817,23,SG,2018,2
Josh Jackson,SG,23,DET,62,1560,12,0.516,0.364,.308,4,14.2,9.1,15.1,1.7,2.6,15,26.5,-1.6,1.7,0.1,0.004,-2.4,-0.8,-3.3,-0.5,2021,25.161290322580644,23,SG,2018,3
Josh Magette,PG,28,ATL,18,216,11.9,0.464,0.478,.174,1,8.8,4.9,36.4,1.8,0.4,15.4,11.8,0.3,0.1,0.4,0.092,-2,-0.6,-2.6,0,2018,12,31,PG,2018,0
Josh Magette,PG,30,ORL,8,38,5.1,0.378,0.267,.133,2.7,14.6,8.5,19.2,3.8,2.4,23.9,23.7,-0.2,0.1,-0.1,-0.127,-7.9,1.6,-6.2,0,2020,4.75,31,PG,2018,2
Josh Okogie,SG,20,MIN,74,1757,9.4,0.492,0.423,.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,-0.1,1.4,1.2,0.034,-3.5,0.4,-3.1,-0.5,2019,23.743243243243242,22,SG,2019,0
Josh Okogie,SG,21,MIN,62,1547,11.5,0.553,0.387,.480,5.7,12.8,9.1,8.9,2,1.4,15.3,15.1,0.9,1.2,2.2,0.068,-2.4,0,-2.4,-0.2,2020,24.951612903225808,22,SG,2019,1
Josh Okogie,SG,22,MIN,59,1197,9.1,0.524,0.425,.425,5.5,8.7,7.1,7,2.1,2,12.5,12.1,0.5,0.8,1.3,0.051,-3.9,0.1,-3.7,-0.5,2021,20.28813559322034,22,SG,2019,2
Josh Powell,PF,31,HOU,1,19,2.5,0.333,0,.000,0,27.7,14.6,0,0,3.9,14.3,16.1,-0.1,0,0,-0.094,-8.8,-2.6,-11.4,0,2014,19,38,PF,2014,0
Josh Reaves,SF,22,DAL,4,28,5.8,0.405,0.222,.222,3.8,7.4,5.6,14.2,0,0,0,15.1,0,0,0,0.031,-5.9,-4,-9.9,-0.1,2020,7,23,SF,2020,0
Josh Richardson,SG,22,MIA,52,1107,11.4,0.569,0.423,.232,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,1.3,1.2,2.5,0.109,-1.1,0.7,-0.4,0.5,2016,21.28846153846154,27,SG,2016,0
Josh Richardson,SG,23,MIA,53,1614,10.7,0.493,0.442,.150,2.4,9.2,5.8,12.7,1.9,1.9,10.6,16.8,0.3,1.9,2.2,0.066,-2,0.9,-1.1,0.4,2017,30.452830188679247,27,SG,2016,1
Josh Richardson,SF,24,MIA,81,2689,13.6,0.551,0.38,.160,2.9,9,6,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.6,1.3,0.7,1.8,2018,33.19753086419753,27,SG,2016,2
Josh Richardson,SG,25,MIA,73,2539,14,0.536,0.448,.225,2.3,8.8,5.5,17.9,1.5,1.2,9.1,20.9,3,2.6,5.6,0.106,0.1,0.2,0.3,1.5,2019,34.78082191780822,27,SG,2016,3
Josh Richardson,SG,26,PHI,55,1693,12,0.533,0.385,.218,2.7,8.7,5.7,13.9,1.5,1.8,12.8,20.6,0.5,1.7,2.1,0.061,-1.4,-0.4,-1.8,0.1,2020,30.78181818181818,27,SG,2016,4
Josh Richardson,SG,27,DAL,59,1790,11.9,0.537,0.432,.175,3.2,8.8,6,12.1,1.7,1.2,10.6,18.4,1,1.4,2.4,0.066,-1.5,-0.6,-2.1,0,2021,30.338983050847457,27,SG,2016,5
Juan Hernangómez,PF,21,DEN,62,842,13.4,0.592,0.504,.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,1.2,0.6,1.8,0.104,0.1,-0.2,-0.1,0.4,2017,13.580645161290322,25,PF,2017,0
Juan Hernangómez,PF,22,DEN,25,277,9.7,0.511,0.667,.160,7.4,14.6,11,5.9,1.1,0.9,10.1,14,0.2,0.1,0.4,0.061,-1.6,-1.7,-3.3,-0.1,2018,11.08,25,PF,2017,1
Juan Hernangómez,PF,23,DEN,70,1358,11,0.58,0.576,.274,5.1,16.1,10.6,5.3,1,1.6,9.5,12.2,1.6,1.4,3,0.105,-0.9,-0.2,-1.1,0.3,2019,19.4,25,PF,2017,2
Juan Hernangómez,PF,24,TOT,48,833,10.4,0.518,0.522,.287,5.6,20.5,12.8,6.6,1.1,1,10.3,15.7,0.2,0.7,0.9,0.052,-2.2,-1.1,-3.4,-0.3,2020,17.354166666666668,25,PF,2017,3
Juan Hernangómez,PF,25,MIN,52,900,12.1,0.549,0.562,.324,5.2,20,12.3,5.6,1,0.7,7.3,17.2,0.6,0.5,1.1,0.06,-1.3,-2.1,-3.3,-0.3,2021,17.307692307692307,25,PF,2017,4
Juan Toscano-Anderson,SG,26,GSW,13,272,9.4,0.529,0.365,.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,-0.1,0.2,0.2,0.03,-4,0.5,-3.5,-0.1,2020,20.923076923076923,27,SG,2020,0
Juan Toscano-Anderson,SG,27,GSW,53,1107,12.6,0.676,0.44,.148,2.8,19.5,11.3,18.1,1.7,2.1,21.5,11,1.4,1.6,3,0.13,-1.5,2.2,0.6,0.7,2021,20.88679245283019,27,SG,2020,1
Julian Washburn,SF,27,MEM,18,254,6.5,0.402,0.5,.083,3.5,14.8,9.1,7.7,2.5,0.7,12.3,10,-0.2,0.3,0.1,0.023,-5.1,0.5,-4.6,-0.2,2019,14.11111111111111,29,SF,2019,0
Julius Randle,PF,20,LAL,1,14,-7.5,0.258,0,.667,0,0,0,0,0,0,20.5,15.5,-0.1,0,-0.1,-0.276,-9.6,-5.6,-15.1,0,2015,14,26,PF,2015,0
Julius Randle,PF,21,LAL,81,2286,13.9,0.482,0.043,.323,7.8,32,19.5,11,1.2,1,13.5,21.2,-0.3,1.9,1.6,0.035,-1.9,-1.3,-3.2,-0.7,2016,28.22222222222222,26,PF,2015,1
Julius Randle,PF,22,LAL,74,2132,16.3,0.543,0.082,.365,7.4,25.8,16.3,19.3,1.1,1.4,16.2,21.4,2,1.5,3.5,0.08,-0.6,-0.3,-0.9,0.6,2017,28.81081081081081,26,PF,2015,2
Julius Randle,C,23,LAL,82,2190,19.9,0.606,0.05,.470,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4,2.6,6.6,0.145,0.6,0,0.6,1.4,2018,26.70731707317073,26,PF,2015,3
Julius Randle,PF,24,NOP,73,2232,21,0.6,0.179,.447,7.6,21.6,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.131,2.1,-0.6,1.5,2,2019,30.575342465753426,26,PF,2015,4
Julius Randle,PF,25,NYK,64,2080,17.5,0.538,0.23,.350,7.5,24.9,16,15.8,1.2,1,14.3,27.6,0.9,1.8,2.7,0.062,0.7,-1,-0.3,0.9,2020,32.5,26,PF,2015,5
Julius Randle,PF,26,NYK,71,2667,19.7,0.567,0.294,.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,3,0.7,3.7,3.8,2021,37.563380281690144,26,PF,2015,6
Justin Anderson,SF,22,DAL,55,647,12.3,0.522,0.474,.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,0.3,0.8,1.1,0.083,-1.1,1.4,0.3,0.4,2016,11.763636363636364,27,SG,2016,0
Justin Anderson,SF,23,TOT,75,1228,13.9,0.537,0.442,.294,6.2,16.9,11.4,8.8,1.7,1.6,11.7,20.9,0.6,1.3,1.9,0.074,-0.9,-0.4,-1.3,0.2,2017,16.373333333333335,27,SG,2016,1
Justin Anderson,SF,24,PHI,38,519,13,0.54,0.51,.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,0.6,0.7,1.2,0.115,-0.6,-0.3,-0.9,0.1,2018,13.657894736842104,27,SG,2016,2
Justin Anderson,SF,25,ATL,48,463,11.2,0.516,0.49,.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,0.1,0.4,0.4,0.043,-2.4,-0.3,-2.7,-0.1,2019,9.645833333333334,27,SG,2016,3
Justin Anderson,SG,26,BRK,10,107,3.2,0.352,0.763,.105,1,18.9,10.2,10.1,0,4.7,9.1,17.1,-0.2,0.1,-0.1,-0.054,-6.8,-0.9,-7.7,-0.2,2020,10.7,27,SG,2016,4
Justin Hamilton,C,23,TOT,8,72,11.9,0.586,0.45,.250,7.2,5,6.1,0,3.6,0,15.3,17.4,0.1,0.1,0.1,0.089,-2.5,-1.3,-3.8,0,2014,9,30,C,2014,0
Justin Hamilton,C,24,TOT,41,712,14.6,0.551,0.174,.264,9.3,12.7,11,8.1,2,3.4,11.6,14.2,1,0.5,1.5,0.102,-0.5,-0.4,-0.8,0.2,2015,17.365853658536587,30,C,2014,1
Justin Hamilton,C,26,BRK,64,1177,13.6,0.55,0.475,.137,6.5,17,11.8,7.3,1.2,2.8,9.7,16.2,1,1,2.1,0.084,-0.5,-0.3,-0.8,0.4,2017,18.390625,30,C,2014,3
Justin Harper,PF,26,DET,5,35,6.9,0.597,0.9,.200,0,3.2,1.6,0,1.4,0,15.5,16,0,0,0,0.039,-2.3,-1.9,-4.2,0,2016,7,31,PF,2016,0
Justin Harper,PF,27,PHI,3,31,4.9,0.5,0.583,.000,7.1,10.7,8.9,10.5,0,0,25,22.4,-0.1,0,-0.1,-0.103,-5.1,-5.2,-10.3,-0.1,2017,10.333333333333334,31,PF,2016,1
Justin Jackson,SF,22,SAC,68,1506,9.2,0.521,0.442,.086,2,12.6,7.1,7.2,0.9,0.8,8.4,14.2,0.4,0.5,1,0.031,-2.4,-1.1,-3.5,-0.6,2018,22.147058823529413,25,SF,2018,0
Justin Jackson,SF,23,TOT,81,1614,11.3,0.561,0.505,.163,2.8,11,6.9,8.1,0.9,0.7,5.3,14.3,2,0.9,2.9,0.086,-0.8,-0.8,-1.6,0.2,2019,19.925925925925927,25,SF,2018,1
Justin Jackson,PF,24,DAL,65,1045,9.5,0.496,0.478,.147,2.7,12.6,7.7,6.8,0.7,0.8,3.7,15.4,0.6,0.6,1.2,0.054,-2.1,-1.3,-3.4,-0.4,2020,16.076923076923077,25,SF,2018,2
Justin Jackson,SF,25,TOT,34,577,10.4,0.516,0.529,.167,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,-0.1,0.3,0.2,0.018,-2.1,-1.1,-3.2,-0.2,2021,16.970588235294116,25,SF,2018,3
Justin James,SF,23,SAC,36,232,11,0.477,0.345,.250,2.8,12.9,7.8,11.2,1.3,3.7,7.9,18.9,-0.1,0.2,0.1,0.028,-1.4,-0.1,-1.4,0,2020,6.444444444444445,24,SF,2020,0
Justin James,SF,24,SAC,36,310,11.3,0.548,0.342,.324,3.2,7.6,5.4,9.9,1.2,0.8,10.6,19.7,0.1,0,0.1,0.02,-2.2,-2.3,-4.5,-0.2,2021,8.61111111111111,24,SF,2020,1
Justin Patton,C,20,MIN,1,4,19.8,0.5,0,.000,0,0,0,0,12.5,0,0,22.1,0,0,0,0.151,-2.2,5.4,3.2,0,2018,4,23,C,2018,0
Justin Patton,C,21,PHI,3,21,10.5,0.317,0.286,.286,10.4,19.6,15.1,18.7,4.5,0,0,15.7,0,0,0,0.079,-5.2,3.2,-2,0,2019,7,23,C,2018,1
Justin Patton,C,22,OKC,5,24,4.7,0.45,0.4,.000,4.7,17.9,11.5,12.6,0,0,16.7,22,-0.1,0,0,-0.063,-6.8,-3.3,-10.1,0,2020,4.8,23,C,2018,2
Justin Patton,C,23,HOU,13,247,11.6,0.488,0.486,.057,5.8,15.8,10.6,8.1,2.3,5.1,5.3,13,0.1,0.3,0.4,0.076,-3.8,1.7,-2,0,2021,19,23,C,2018,3
Justin Robinson,PG,22,WAS,9,49,8.2,0.542,0.417,.000,2.1,9.3,5.6,18.8,0,1.8,20,12.7,0,0,0,0.007,-2.6,-3.1,-5.7,0,2020,5.444444444444445,23,PG,2020,0
Justin Robinson,PG,23,OKC,9,88,6,0.453,0.667,.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,0,0,0,0.021,-6.2,-1.3,-7.6,-0.1,2021,9.777777777777779,23,PG,2020,1
Justin Wright-Foreman,PG,22,UTA,4,45,8.8,0.437,0.5,.200,0,11.8,6.1,23,2.2,0,12.1,24.1,-0.1,0.1,0,-0.008,-7,-2,-9,-0.1,2020,11.25,23,PG,2020,0
Justise Winslow,SF,19,MIA,78,2232,8.4,0.489,0.251,.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,2.5,0.054,-3.3,0.7,-2.6,-0.3,2016,28.615384615384617,24,SF,2016,0
Justise Winslow,SF,20,MIA,18,625,8.2,0.399,0.156,.209,4,12.7,8.3,15.5,2.1,0.8,11.8,19.8,-0.9,0.8,-0.1,-0.009,-4.6,0.8,-3.8,-0.3,2017,34.72222222222222,24,SF,2016,1
Justise Winslow,PF,21,MIA,68,1680,11.5,0.496,0.264,.213,4.3,20.5,12.4,13,1.6,1.7,12.6,16.3,0.2,2.4,2.6,0.075,-2.2,1.1,-1.1,0.4,2018,24.705882352941178,24,SF,2016,2
Justise Winslow,SF,22,MIA,66,1959,12.8,0.513,0.342,.183,3.4,15.9,9.6,21.9,1.8,0.9,14.9,20.8,0.2,2.6,2.8,0.067,-1.3,0.7,-0.6,0.7,2019,29.681818181818183,24,SF,2016,3
Justise Winslow,SG,23,MIA,11,352,8.5,0.44,0.209,.209,5.3,17.5,11.6,18.7,1,1.4,14.6,20.6,-0.4,0.4,0,-0.004,-3.5,0,-3.5,-0.1,2020,32,24,SF,2016,4
Justise Winslow,SF,24,MEM,26,507,6.2,0.395,0.257,.167,3.7,21.1,12.3,13.3,1.4,2.1,14.1,21.9,-1.3,0.6,-0.7,-0.066,-6.2,0.1,-6.1,-0.5,2021,19.5,24,SF,2016,5
Jusuf Nurkić,C,20,DEN,62,1103,14.8,0.483,0.005,.345,11.8,26.1,18.7,7.3,2.4,4.8,16.3,20.7,-0.2,1.8,1.6,0.069,-3.7,0.9,-2.8,-0.2,2015,17.79032258064516,26,C,2015,0
Jusuf Nurkić,C,21,DEN,32,547,16,0.46,0.012,.409,12.9,22.7,17.7,12.3,2.2,6.5,16.1,27.2,-0.5,0.9,0.4,0.031,-3.6,0.7,-2.9,-0.1,2016,17.09375,26,C,2015,1
Jusuf Nurkić,C,22,TOT,65,1391,17.5,0.528,0.002,.393,12.3,24.8,18.6,13.9,1.8,4.2,18.6,23.9,0.2,1.8,2,0.068,-1.4,0.5,-0.9,0.4,2017,21.4,26,C,2015,2
Jusuf Nurkić,C,23,POR,79,2088,19.2,0.528,0.007,.287,10,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,0.108,-1.1,1.1,0,1.1,2018,26.430379746835442,26,C,2015,3
Jusuf Nurkić,C,24,POR,72,1974,23.4,0.57,0.035,.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,4.4,3.3,7.8,0.189,2.1,1.7,3.7,2.8,2019,27.416666666666668,26,C,2015,4
Jusuf Nurkić,C,25,POR,8,253,22.6,0.567,0.092,.321,9.6,24.1,16.9,19.1,2.1,5.4,13.2,24,0.5,0.3,0.9,0.164,1,0.9,2,0.2,2020,31.625,26,C,2015,5
Jusuf Nurkić,C,26,POR,37,880,20.5,0.554,0.09,.339,10.2,30.7,20.2,21.4,2.1,4,16,22.3,1.2,1.2,2.4,0.133,0.3,1.7,2,0.9,2021,23.783783783783782,26,C,2015,6
Juwan Morgan,PF,22,UTA,21,134,10.1,0.648,0.308,.154,8.5,15.1,11.9,6.2,0.4,1.2,17.8,11,0.2,0.1,0.3,0.106,-2.9,-0.3,-3.2,0,2020,6.380952380952381,23,PF,2020,0
Juwan Morgan,PF,23,UTA,29,147,8.5,0.529,0.433,.233,6.8,13.1,10.1,8,1.3,0.6,10.8,10.9,0.1,0.2,0.3,0.105,-3.5,0.8,-2.7,0,2021,5.068965517241379,23,PF,2020,1
K.J. McDaniels,SG,21,TOT,62,1352,10.6,0.494,0.346,.306,5,11.4,8,9.3,1.6,4.2,17.6,19.3,-0.9,1.5,0.6,0.02,-3.1,0.3,-2.8,-0.3,2015,21.806451612903224,27,SF,2015,0
K.J. McDaniels,SF,22,HOU,37,235,10.6,0.522,0.347,.417,7.5,12.3,9.9,6.5,1.5,2.1,16.6,18.7,0.1,0.1,0.2,0.043,-2.8,-1.1,-3.9,-0.1,2016,6.351351351351352,27,SF,2015,1
K.J. McDaniels,SF,23,TOT,49,505,11.5,0.555,0.391,.225,3.2,14.1,8.7,4,1.8,2.8,13.5,18.1,0,0.5,0.5,0.051,-2.5,0.1,-2.3,0,2017,10.306122448979592,27,SF,2015,2
Kadeem Allen,PG,25,BOS,18,107,2.6,0.366,0.5,.409,4.1,7.1,5.6,15.2,1.4,1.6,25.7,14.6,-0.2,0.1,-0.1,-0.038,-8.3,0.6,-7.7,-0.2,2018,5.944444444444445,28,PG,2018,0
Kadeem Allen,PG,26,NYK,19,416,16.2,0.574,0.255,.383,2,11.1,6.4,28.7,1.9,0.8,13.6,19.6,0.7,0.2,1,0.111,0.3,0.3,0.6,0.3,2019,21.894736842105264,28,PG,2018,1
Kadeem Allen,PG,27,NYK,10,117,14,0.512,0.364,.250,1.8,6.6,4.1,27,2.1,1.6,14.1,20.6,0.1,0.1,0.1,0.053,-0.1,-0.6,-0.7,0,2020,11.7,28,PG,2018,2
Kalin Lucas,PG,25,MEM,1,6,-0.7,0,0,.000,0,0,0,0,8.7,0,0,7.6,0,0,0,-0.057,-13.4,8.7,-4.7,0,2015,6,31,PG,2015,0
Kalin Lucas,PG,29,DET,1,6,16.6,0.532,1,2.000,0,56.7,27.3,20.8,0,0,0,13.5,0,0,0,0.238,-5.6,6.4,0.8,0,2019,6,31,PG,2015,4
