player,class,season,pos,school,conf,g,mp,fg,fga,fgpercent,x2p,x2pa,x3p,x3pa,x3ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,pprod,ortg,drtg,ows,dws,ws,obpm,dbpm,bpm,player_link,school_link,conf_link,season_link
Armaan Franklin,SO,2020-21,G,Indiana,Big Ten,22,662,87,203,0.429,51,118,36,85,0.424,40,54,0.741,13,78,91,47,26,5,48,61,250,14.4,0.547,0.517,2.3,13.8,8,15.6,2.3,0.9,17.4,21.9,232,98.9,101.2,0.7,0.9,1.6,1.8,2.4,4.2,/cbb/players/armaan-franklin-1.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Aljami Durham,SR,2020-21,G,Indiana,Big Ten,26,845,87,224,0.388,49,124,38,100,0.38,81,103,0.786,9,72,81,67,14,3,36,66,293,13.3,0.537,0.473,1.2,10,5.6,16.4,1,0.4,11.7,19.1,284,108.5,106.1,1.5,0.7,2.2,2.4,1.5,3.9,/cbb/players/aljami-durham-1.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Jerome Hunter,SO,2020-21,F,Indiana,Big Ten,25,489,59,136,0.434,34,63,25,73,0.342,14,27,0.519,14,61,75,15,9,3,22,49,157,11,0.527,0.526,3.3,14.6,9,6.6,1.1,0.7,12.9,18.3,138,98.2,103.7,0.4,0.5,0.9,1,1.3,2.3,/cbb/players/jerome-hunter-2.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Jordan Geronimo,FR,2020-21,F,Indiana,Big Ten,21,170,19,37,0.514,15,27,4,10,0.4,5,18,0.278,12,25,37,5,6,2,10,22,47,11.9,0.516,0.568,8.2,17.2,12.7,6.2,2.1,1.4,18,17.1,46,94.2,99.9,0.1,0.2,0.3,-0.3,2.6,2.3,/cbb/players/jordan-geronimo-1.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Trey Galloway,FR,2020-21,G,Indiana,Big Ten,25,490,35,84,0.417,29,51,6,33,0.182,14,19,0.737,12,35,47,39,11,1,25,45,90,7.3,0.484,0.452,2.9,8.4,5.6,15.5,1.3,0.2,21.2,12.6,101,93.7,105.9,0.1,0.4,0.6,-1.8,1.9,0,/cbb/players/trey-galloway-1.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Anthony Leal,FR,2020-21,G,Indiana,Big Ten,20,232,10,32,0.313,1,2,9,30,0.3,3,5,0.6,7,20,27,20,9,1,11,14,32,8.2,0.465,0.453,3.5,10.1,6.8,15.9,2.3,0.5,24.2,10.2,41,93.6,103,0.1,0.3,0.3,-0.3,3.3,3,/cbb/players/anthony-leal-1.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Rob Phinisee,JR,2020-21,G,Indiana,Big Ten,27,731,69,199,0.347,44,103,25,96,0.26,30,47,0.638,4,59,63,77,22,10,36,70,193,9.3,0.436,0.41,0.6,9.5,5,21.4,1.8,1.6,14,18.4,204,91,103.7,0.1,0.8,0.9,-0.6,2.4,1.8,/cbb/players/rob-phinisee-1.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Khristian Lander,FR,2020-21,G,Indiana,Big Ten,26,262,18,70,0.257,6,26,12,44,0.273,7,8,0.875,0,21,21,30,9,4,26,31,55,2.8,0.373,0.343,0,9.4,4.7,22.1,2,1.8,26.1,19.9,62,70,102.9,-0.5,0.3,-0.2,-4.3,1.8,-2.6,/cbb/players/khristian-lander-1.html,/cbb/schools/indiana/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Luka Garza,SR,2020-21,F,Iowa,Big Ten,31,975,281,508,0.553,237,408,44,100,0.44,141,199,0.709,93,178,271,54,21,50,47,70,747,35.5,0.62,0.596,10.5,18.3,14.6,12.2,1.2,5.3,7.2,32.5,655,127.3,100.5,5.5,1.4,6.9,11.9,1.8,13.7,/cbb/players/luka-garza-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Joe Wieskamp,JR,2020-21,G,Iowa,Big Ten,31,907,161,328,0.491,88,170,73,158,0.462,65,96,0.677,37,169,206,53,29,10,43,48,460,22.7,0.616,0.602,4.5,18.7,11.9,10.4,1.8,1.1,10.3,22.4,399,120.5,101.4,2.9,1.2,4.1,7.4,1.9,9.3,/cbb/players/joe-wieskamp-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
CJ Fredrick,SO,2020-21,G,Iowa,Big Ten,27,666,72,152,0.474,36,76,36,76,0.474,23,34,0.676,5,24,29,52,10,4,10,25,203,13.5,0.604,0.592,0.8,3.6,2.3,12.3,0.8,0.6,5.6,13,186,129.6,110.9,1.6,0.3,1.9,3.8,0.9,4.6,/cbb/players/cj-fredrick-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Keegan Murray,FR,2020-21,F,Iowa,Big Ten,31,558,84,166,0.506,68,112,16,54,0.296,40,53,0.755,50,108,158,17,26,39,20,58,224,23.4,0.586,0.554,9.8,19.4,14.8,5.2,2.6,7.2,9.5,18.5,214,122.1,95.5,1.6,1.1,2.7,4.9,3.4,8.3,/cbb/players/keegan-murray-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Jordan Bohannon,SR,2020-21,G,Iowa,Big Ten,31,905,100,257,0.389,20,52,80,205,0.39,48,54,0.889,4,92,96,135,16,0,44,35,328,16.2,0.58,0.545,0.5,10.2,5.6,23.6,1,0,13.5,17.6,339,120.3,107.8,2.4,0.6,3.1,5.4,0.7,6.1,/cbb/players/jordan-bohannon-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Ahron Ulis,FR,2020-21,G,Iowa,Big Ten,17,119,5,15,0.333,5,12,0,3,0,18,20,0.9,6,9,15,20,1,1,6,8,28,14.9,0.571,0.333,5.5,7.6,6.6,24,0.5,0.9,19.7,12.5,40,130.4,109.6,0.4,0.1,0.4,1.9,0,1.9,/cbb/players/ahron-ulis-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Jack Nunge,SO,2020-21,F,Iowa,Big Ten,22,349,57,128,0.445,43,81,14,47,0.298,29,35,0.829,48,69,117,29,7,19,20,35,157,24.3,0.543,0.5,15.1,19.8,17.6,14.4,1.1,5.6,12.1,23,172,118.6,99.6,1.2,0.5,1.7,5.7,1.7,7.4,/cbb/players/jack-nunge-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Patrick McCaffery,FR,2020-21,F,Iowa,Big Ten,31,452,60,137,0.438,47,94,13,43,0.302,29,41,0.707,26,57,83,28,11,12,13,20,162,17.1,0.518,0.485,6.3,12.6,9.6,10.2,1.4,2.7,7.7,18.3,161,114.9,104.3,1,0.5,1.5,3.4,1.1,4.5,/cbb/players/patrick-mccaffery-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Joe Toussaint,SO,2020-21,G,Iowa,Big Ten,31,350,42,99,0.424,39,88,3,11,0.273,28,45,0.622,10,27,37,75,24,1,45,49,115,13.3,0.478,0.439,3.1,7.7,5.5,34.5,3.9,0.3,27.2,23,147,94.2,101.7,0.2,0.5,0.7,-1.5,1.7,0.2,/cbb/players/joe-toussaint-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Tony Perkins,FR,2020-21,G,Iowa,Big Ten,24,147,15,33,0.455,14,30,1,3,0.333,7,15,0.467,10,21,31,16,5,1,3,21,38,14.5,0.474,0.47,7.5,14.3,11,17,1.9,0.7,7,14.3,47,118.4,102.9,0.3,0.2,0.5,0.9,2.1,3.1,/cbb/players/tony-perkins-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Connor McCaffery,JR,2020-21,G,Iowa,Big Ten,31,706,33,102,0.324,15,37,18,65,0.277,17,29,0.586,14,83,97,112,19,2,30,81,101,9,0.436,0.412,2.2,11.8,7.2,22.8,1.5,0.3,20.6,10.1,158,108.2,105.3,0.8,0.7,1.4,-0.6,2.6,1.9,/cbb/players/connor-mccaffery-1.html,/cbb/schools/iowa/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Jae'lyn Withers,FR,2020-21,F,Louisville,ACC,20,514,78,142,0.549,70,121,8,21,0.381,36,53,0.679,51,102,153,9,18,7,24,62,200,22,0.598,0.577,11.4,21.9,16.7,3.8,2.1,1.6,12.6,19.3,192,119.3,96.1,1.4,1,2.4,3.7,2.5,6.2,/cbb/players/jaelyn-withers-1.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
JJ Traynor,FR,2020-21,F,Louisville,ACC,20,261,27,55,0.491,22,45,5,10,0.5,19,29,0.655,14,26,40,1,2,11,8,23,78,14.4,0.567,0.536,6.1,11,8.6,0.8,0.5,5,10.4,15.3,72,115.4,102.5,0.5,0.3,0.8,1.5,1.8,3.3,/cbb/players/jj-traynor-1.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Quinn Slazinski,SO,2020-21,F,Louisville,ACC,20,422,39,90,0.433,28,43,11,47,0.234,35,47,0.745,19,52,71,11,10,1,12,31,124,14.3,0.552,0.494,5.2,13.6,9.5,5,1.4,0.3,9.7,15.3,119,117.4,102,0.9,0.5,1.4,2.2,2.1,4.3,/cbb/players/quinn-slazinski-1.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Samuell Williamson,SO,2020-21,G,Louisville,ACC,18,515,70,146,0.479,61,110,9,36,0.25,24,34,0.706,37,108,145,22,5,2,31,42,173,15.8,0.533,0.51,8.2,23.1,15.8,8.9,0.6,0.5,16,19.5,172,105.1,99.9,0.8,0.8,1.5,2,1.6,3.6,/cbb/players/samuell-williamson-1.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
David Johnson,SO,2020-21,G,Louisville,ACC,19,667,90,219,0.411,58,136,32,83,0.386,28,40,0.7,17,93,110,60,20,5,61,51,240,13.4,0.504,0.484,2.9,15.4,9.3,18.8,1.8,0.9,20.4,23.3,239,94.6,100.1,0.4,1,1.4,1.1,1.9,3.1,/cbb/players/david-johnson-13.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Dre Davis,FR,2020-21,G,Louisville,ACC,20,578,51,128,0.398,39,80,12,48,0.25,36,48,0.75,34,29,63,22,11,6,33,50,150,9.8,0.497,0.445,6.7,5.5,6.1,7.2,1.2,1.2,18,16.5,155,99.2,105.3,0.5,0.6,1,-0.3,1.2,0.8,/cbb/players/dre-davis-3.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Carlik Jones,SR,2020-21,G,Louisville,ACC,19,713,113,281,0.402,95,225,18,56,0.321,75,92,0.815,14,80,94,85,26,2,39,35,319,19.8,0.491,0.434,2.2,12.4,7.4,26.2,2.2,0.3,10.7,26.5,325,107.9,100.9,1.7,1,2.7,3.5,2.6,6,/cbb/players/carlik-jones-1.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Gabe Wiznitzer,FR,2020-21,C,Louisville,ACC,12,69,4,11,0.364,4,11,0,0,NA,5,11,0.455,9,6,15,3,0,1,3,14,13,7.6,0.401,0.364,14.9,9.6,12.2,7.8,0,1.7,15.6,14.5,18,97.6,105.2,0,0.1,0.1,-3.1,0.1,-3,/cbb/players/gabe-wiznitzer-1.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Malik Williams,SR,2020-21,C,Louisville,ACC,3,62,6,20,0.3,4,13,2,7,0.286,1,4,0.25,6,12,18,3,2,0,4,3,15,8.9,0.342,0.35,11.1,21.3,16.3,9.4,2,0,15.4,21.7,17,79.1,98.1,-0.1,0.1,0,-0.7,1.1,0.5,/cbb/players/malik-williams-1.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Josh Nickelberry,SO,2020-21,G,Louisville,ACC,9,117,8,36,0.222,1,4,7,32,0.219,2,2,1,1,6,7,3,0,0,2,10,25,0.7,0.338,0.319,1,5.7,3.4,4.7,0,0,5.1,17.3,23,80.6,108.5,-0.1,0.1,0,-3.2,-0.7,-3.9,/cbb/players/josh-nickelberry-1.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Charles Minlend,SR,2020-21,G,Louisville,ACC,7,56,2,10,0.2,0,4,2,6,0.333,0,0,NA,3,3,6,2,1,1,1,3,6,4.3,0.3,0.3,6.1,5.9,6,6.2,1.1,2.1,9.1,10.2,8,84.1,105,0,0.1,0,-1,2.6,1.6,/cbb/players/charles-minlend-2.html,/cbb/schools/louisville/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Marcus Dockery,FR,2020-21,G,Maryland,Big Ten,14,51,7,9,0.778,4,4,3,5,0.6,2,5,0.4,0,4,4,1,1,0,0,1,19,20.7,0.835,0.944,0,8.8,4.7,4.2,1.2,0,0,12.4,13,162.2,105.5,0.2,0,0.2,4.4,2.6,7,/cbb/players/marcus-dockery-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Donta Scott,SO,2020-21,F,Maryland,Big Ten,31,940,118,237,0.498,69,125,49,112,0.438,55,83,0.663,32,150,182,63,22,25,46,50,340,19.4,0.615,0.601,4.4,18,11.6,13.9,1.4,3.2,14.3,19,334,115.6,99.2,2.3,1.5,3.7,5.8,2.8,8.6,/cbb/players/donta-scott-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Jairus Hamilton,JR,2020-21,F,Maryland,Big Ten,31,635,66,147,0.449,29,61,37,86,0.43,32,49,0.653,10,63,73,21,9,3,23,64,201,12,0.59,0.575,2,11.2,6.9,6.6,0.9,0.6,11.9,16.9,180,109.4,104.6,1,0.7,1.6,1.7,0.8,2.5,/cbb/players/jairus-hamilton-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Eric Ayala,JR,2020-21,G,Maryland,Big Ten,29,975,139,318,0.437,82,149,57,169,0.337,103,124,0.831,15,109,124,63,34,4,48,40,438,20,0.581,0.527,2,12.6,7.6,13.9,2.1,0.5,11.3,24.2,412,112.4,101.4,2.5,1.3,3.8,5.2,1.9,7.1,/cbb/players/eric-ayala-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Hakim Hart,SO,2020-21,G,Maryland,Big Ten,31,790,76,168,0.452,47,80,29,88,0.33,38,50,0.76,20,90,110,59,24,5,29,45,219,14.9,0.571,0.539,3.3,12.8,8.4,14.6,1.8,0.8,13.1,15.5,229,113.6,101.8,1.5,1,2.5,2.3,2.4,4.7,/cbb/players/hakim-hart-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Galin Smith,SR,2020-21,F,Maryland,Big Ten,31,421,46,85,0.541,46,85,0,0,NA,22,35,0.629,23,47,70,11,2,17,33,62,114,9.8,0.561,0.541,7,12.6,10,5.2,0.3,4.8,24.5,17.7,115,94,102.7,0.2,0.5,0.7,-3.5,1.7,-1.8,/cbb/players/galin-smith-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Aaron Wiggins,JR,2020-21,G,Maryland,Big Ten,31,1023,165,370,0.446,108,210,57,160,0.356,61,79,0.772,35,146,181,79,35,17,61,63,448,19.9,0.55,0.523,4.4,16.1,10.6,17.3,2.1,2,13,25.4,441,106.1,99.2,2.1,1.6,3.7,4.9,2.1,7,/cbb/players/aaron-wiggins-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Darryl Morsell,SR,2020-21,G,Maryland,Big Ten,30,883,108,222,0.486,94,167,14,55,0.255,39,64,0.609,18,103,121,85,26,17,61,67,269,14,0.533,0.518,2.6,13.1,8.2,19.9,1.8,2.3,19.5,19.7,287,99.2,100.8,0.9,1.2,2.1,1.2,2.6,3.8,/cbb/players/darryl-morsell-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Chol Marial,SO,2020-21,C,Maryland,Big Ten,18,112,10,27,0.37,9,19,1,8,0.125,8,16,0.5,7,12,19,2,1,11,9,13,29,8.9,0.419,0.389,8,12.1,10.2,3.4,0.5,11.8,20.6,21.6,31,78.7,98.6,-0.1,0.2,0.1,-4.6,1,-3.5,/cbb/players/chol-marial-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Reese Mona,SR,2020-21,G,Maryland,Big Ten,25,153,3,7,0.429,2,3,1,4,0.25,3,11,0.273,8,8,16,15,1,0,6,18,10,4.5,0.409,0.5,6.7,5.9,6.3,16.7,0.4,0,32.9,6.6,23,104.5,108.1,0.1,0.1,0.2,-1.9,0.7,-1.2,/cbb/players/reese-mona-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Aquan Smart,FR,2020-21,G,Maryland,Big Ten,22,160,9,30,0.3,7,20,2,10,0.2,10,18,0.556,2,18,20,13,0,4,13,23,30,2.3,0.389,0.333,1.6,12.7,7.5,14.7,0,3,25.2,17.9,36,74.4,104.4,-0.2,0.2,-0.1,-5.5,-0.1,-5.6,/cbb/players/aquan-smart-1.html,/cbb/schools/maryland/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Matt Cross,FR,2020-21,F,Miami (FL),ACC,14,370,35,78,0.449,15,28,20,50,0.4,7,8,0.875,15,34,49,20,11,7,21,22,97,13,0.593,0.577,4.6,10.7,7.6,10.8,1.7,2.2,20.4,14.3,96,106,107.1,0.4,0.3,0.7,1.2,1.2,2.4,/cbb/players/matt-cross-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Chris Lykes,SR,2020-21,G,Miami (FL),ACC,2,57,8,22,0.364,3,11,5,11,0.455,10,11,0.909,0,8,8,11,4,1,3,4,31,29.9,0.569,0.477,0,16.3,8.1,42.3,4.1,2,9.9,27.4,33,124.7,99.6,0.3,0.1,0.4,4.6,4.6,9.2,/cbb/players/chris-lykes-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Isaiah Wong,SO,2020-21,G,Miami (FL),ACC,27,958,155,360,0.431,105,216,50,144,0.347,102,127,0.803,22,107,129,64,30,13,48,44,462,20.6,0.55,0.5,2.6,13,7.8,15.4,1.8,1.5,10.2,25.2,432,111.5,106.5,2.5,0.8,3.3,4.5,1,5.5,/cbb/players/isaiah-wong-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Nysier Brooks,SR,2020-21,C,Miami (FL),ACC,27,739,75,145,0.517,75,140,0,5,0,50,78,0.641,64,92,156,21,17,26,37,60,200,15.3,0.549,0.517,9.9,14.5,12.2,5.7,1.4,4,16.9,15.3,212,107.8,105.5,1.1,0.7,1.8,-0.3,0.9,0.7,/cbb/players/nysier-brooks-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Kameron McGusty,SR,2020-21,G,Miami (FL),ACC,20,665,98,220,0.445,74,145,24,75,0.32,46,56,0.821,10,65,75,56,25,1,49,20,266,16.3,0.539,0.5,1.7,11.4,6.5,18.8,2.2,0.2,16.6,23,255,101.5,107.1,0.9,0.5,1.4,1.2,0.6,1.7,/cbb/players/kameron-mcgusty-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Earl Timberlake,FR,2020-21,G,Miami (FL),ACC,7,192,22,49,0.449,20,42,2,7,0.286,19,27,0.704,11,24,35,17,12,4,23,21,65,15,0.526,0.469,6.6,14.6,10.5,18.4,3.7,2.4,27.1,22.8,70,91,100.9,0,0.3,0.3,-0.7,2.7,2,/cbb/players/earl-timberlake-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Elijah Olaniyi,SR,2020-21,F,Miami (FL),ACC,21,685,80,190,0.421,59,110,21,80,0.263,39,55,0.709,26,81,107,19,19,9,38,43,220,12.4,0.509,0.476,4.3,13.8,9,5.8,1.6,1.5,15,19.2,206,97.1,106.7,0.5,0.6,1,-0.2,0.6,0.4,/cbb/players/elijah-olaniyi-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Anthony Walker,SO,2020-21,F,Miami (FL),ACC,26,686,91,214,0.425,76,150,15,64,0.234,52,73,0.712,29,93,122,27,19,22,47,52,249,14.4,0.501,0.46,4.8,15.8,10.3,8.5,1.6,3.6,15.9,22.3,238,95.5,104.6,0.4,0.7,1.1,-0.5,0.9,0.5,/cbb/players/anthony-walker-7.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Deng Gak,SO,2020-21,F,Miami (FL),ACC,25,348,25,54,0.463,24,50,1,4,0.25,3,7,0.429,19,59,78,5,8,14,12,25,54,10.1,0.471,0.472,6.2,19.7,12.9,2.7,1.4,4.6,17.3,10.3,57,92.8,103.3,0.1,0.4,0.5,-2,1.7,-0.3,/cbb/players/deng-gak-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Harlond Beverly,SO,2020-21,G,Miami (FL),ACC,19,546,51,154,0.331,44,107,7,47,0.149,19,47,0.404,6,80,86,62,29,6,52,32,128,7.3,0.363,0.354,1.3,17.1,9.1,22.6,3.1,1.2,22.8,21.6,145,72,102.2,-1,0.7,-0.3,-4.8,1.8,-3,/cbb/players/harlond-beverly-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Willie Herenton,SR,2020-21,G,Miami (FL),ACC,17,148,7,35,0.2,2,14,5,21,0.238,1,7,0.143,3,6,9,3,3,0,1,6,20,0.4,0.261,0.271,2.3,4.7,3.5,3.7,1.2,0,2.5,13.7,20,65.7,111.9,-0.2,0,-0.2,-4.8,-1.3,-6.2,/cbb/players/willie-herenton-1.html,/cbb/schools/miami-fl/2021.html,/cbb/conferences/acc/2021.html,/cbb/seasons/2021.html
Thomas Kithier,JR,2020-21,F,Michigan State,Big Ten,26,281,26,40,0.65,26,40,0,0,NA,10,13,0.769,33,31,64,18,4,4,12,62,62,13.6,0.671,0.65,13.2,12.3,12.8,12.2,0.8,1.5,20.6,10.4,73,128.6,106.3,0.6,0.2,0.9,-0.9,2.2,1.3,/cbb/players/thomas-kithier-1.html,/cbb/schools/michigan-state/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Gabe Brown,JR,2020-21,F,Michigan State,Big Ten,25,517,65,138,0.471,31,57,34,81,0.42,15,17,0.882,20,48,68,13,10,13,16,19,179,15.8,0.613,0.594,4.4,10.4,7.4,5.1,1.1,2.6,9.9,15.7,148,118,106.6,1,0.4,1.5,4.3,1.3,5.5,/cbb/players/gabe-brown-2.html,/cbb/schools/michigan-state/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Julius Marble,SO,2020-21,F,Michigan State,Big Ten,27,252,41,71,0.577,40,70,1,1,1,26,38,0.684,19,38,57,2,3,4,19,60,109,14.5,0.612,0.585,8.5,16.8,12.7,1.7,0.7,1.7,17.6,21.5,93,106.8,104.8,0.4,0.3,0.7,-2.6,1.3,-1.4,/cbb/players/julius-marble-2.html,/cbb/schools/michigan-state/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Joey Hauser,SO,2020-21,F,Michigan State,Big Ten,28,601,94,198,0.475,60,98,34,100,0.34,49,68,0.721,38,119,157,40,12,6,52,74,271,18,0.588,0.561,7.1,22.1,14.6,14.4,1.2,1,18.4,23.6,249,106.1,102.6,1.1,0.7,1.9,3.1,1.8,4.9,/cbb/players/joey-hauser-1.html,/cbb/schools/michigan-state/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Malik Hall,SO,2020-21,F,Michigan State,Big Ten,28,491,45,92,0.489,37,70,8,22,0.364,41,59,0.695,39,78,117,35,10,5,25,33,139,16.1,0.579,0.533,9,17.7,13.4,13.5,1.2,1.1,17.2,14.8,150,115.7,104.5,1,0.5,1.5,2.9,2.4,5.3,/cbb/players/malik-hall-1.html,/cbb/schools/michigan-state/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Marcus Bingham,JR,2020-21,F,Michigan State,Big Ten,28,321,34,68,0.5,34,65,0,3,0,31,42,0.738,21,69,90,9,16,39,11,44,99,22.2,0.563,0.5,7.4,24,15.7,5.5,2.9,12.7,11.1,15.5,95,116.1,91,0.6,0.8,1.4,1.5,7,8.5,/cbb/players/marcus-bingham-1.html,/cbb/schools/michigan-state/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Mady Sissoko,FR,2020-21,C,Michigan State,Big Ten,25,136,10,17,0.588,10,17,0,0,NA,7,16,0.438,13,32,45,0,0,9,5,24,27,12.2,0.549,0.588,10.8,26.2,18.5,0,0,6.9,16.9,10.9,28,106.3,99.9,0.1,0.2,0.3,-1.5,2.4,0.9,/cbb/players/mady-sissoko-1.html,/cbb/schools/michigan-state/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Aaron Henry,JR,2020-21,F,Michigan State,Big Ten,28,910,163,363,0.449,139,282,24,81,0.296,80,105,0.762,39,119,158,101,37,36,80,61,430,20,0.521,0.482,4.8,14.6,9.7,25.2,2.4,4.1,16.2,27.2,421,101.8,101.2,1.5,1.2,2.7,4.6,3.4,7.9,/cbb/players/aaron-henry-1.html,/cbb/schools/michigan-state/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
Foster Loyer,JR,2020-21,G,Michigan State,Big Ten,19,316,20,68,0.294,3,16,17,52,0.327,22,25,0.88,4,26,30,44,4,1,12,27,79,11,0.495,0.419,1.4,9.2,5.3,25,0.7,0.3,13.1,14.6,91,112.5,109,0.5,0.2,0.7,-0.3,0.9,0.6,/cbb/players/foster-loyer-1.html,/cbb/schools/michigan-state/2021.html,/cbb/conferences/big-ten/2021.html,/cbb/seasons/2021.html
